message,label
"She's fine. Good to hear from you. How are you my dear? Happy new year oh.
",benign
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
",benign
"Sorry, I'll call later
",benign
"The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
",benign
"Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
",benign
"Wrong phone! This phone! I answer this one but assume the other is people i don't well
",benign
"Haha awesome, be there in a minute
",benign
"Hello- thanx for taking that call. I got a job! Starts on monday!
",benign
"No screaming means shouting..
",benign
"Ok
",benign
"This message is brought to you by GMW Ltd. and is not connected to the
",malicious
"Have you started in skye
",benign
"Am i that much bad to avoid like this?
",benign
"EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
",malicious
"Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
",benign
"He's in lag. That's just the sad part but we keep in touch thanks to skype
",benign
"Ü no home work to do meh... 
",benign
"I'm in a meeting, call me later at
",benign
"K, I might come by tonight then if my class lets out early
",benign
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+
",malicious
"Went to ganesh dress shop
",benign
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj
",benign
"K, wait chikku..il send aftr  &lt;#&gt; mins
",benign
"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
",malicious
"Love you aathi..love u lot..
",benign
"I enjoy watching and playing football and basketball. Anything outdoors. And you?
",benign
"Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
",malicious
"I will reach ur home in  &lt;#&gt;  minutes
",benign
"I'm vivek:)i got call from your number.
",benign
"How would my ip address test that considering my computer isn't a minecraft server
",benign
"Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
",benign
"Would me smoking you out help us work through this difficult time
",benign
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can
",benign
"Ok no prob...
",benign
"K.:)you are the only girl waiting in reception ah?
",benign
"That means you got an A in epi, she.s fine. She.s here now.
",benign
"The evo. I just had to download flash. Jealous?
",benign
"No da. I am happy that we sit together na
",benign
"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
",benign
"I just really need shit before tomorrow and I know you won't be awake before like 6
",benign
"Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
",benign
"Sending you greetings of joy and happiness. Do have a gr8 evening
",benign
"We stopped to get ice cream and will go back after
",benign
"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",malicious
"Kallis wont bat in 2nd innings.
",benign
"Yup having my lunch buffet now.. U eat already?
",benign
"i thought we were doing a king of the hill thing there.
",benign
"Aight will do, thanks again for comin out
",benign
"... Are you in the pub?
",benign
"Hi mom we might be back later than  &lt;#&gt; 
",benign
"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
",benign
"I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
",benign
"You busy or can I come by at some point and figure out what we're doing tomorrow
",benign
"Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
",benign
"I notice you like looking in the shit mirror youre turning into a right freak
",benign
"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
",benign
"....photoshop makes my computer shut down.
",benign
"Also remember to get dobby's bowl from your car
",benign
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",malicious
"Did you get any gift? This year i didnt get anything. So bad
",benign
"Goodmorning sleeping ga.
",benign
"Now? I'm going out 4 dinner soon..
",benign
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
",malicious
"My exam is for february 4. Wish you a great day.
",benign
"Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
",benign
"I noe la... U wana pei bf oso rite... K lor, other days den...
",benign
"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
",benign
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
",malicious
"Oh yah... We never cancel leh... Haha 
",benign
"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
",malicious
"Studying. But i.ll be free next weekend.
",benign
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*
",benign
"Wat uniform? In where get?
",benign
"Its ok chikku, and its my 1 of favourite song..:-)
",benign
"Sure, whenever you show the fuck up &gt;:(
",benign
"""Im on gloucesterroad what are uup to later?""
",benign
"Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
",benign
"Will you come online today night
",benign
"All done? All handed in? Celebrations in full swing yet?
",benign
"When are you going to ride your bike?
",benign
"Then she buying today? Ü no need to c meh...
",benign
"My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
",benign
"Dad went out oredi... 
",benign
"And that's fine, I got enough bud to last most of the night at least
",benign
"Sorry, went to bed early, nightnight
",benign
"Oh yeah I forgot. U can only take 2 out shopping at once.
",benign
"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
",malicious
"Yes see ya not on the dot
",benign
"I am taking you for italian food. How about a pretty dress with no panties? :)
",benign
"How are you with moneY...as in to you...money aint a thing....how are you sha!
",benign
"In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
",benign
"ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
",malicious
"Want to send me a virtual hug?... I need one
",benign
"I wanna watch that movie
",benign
"THIS IS A LONG FUCKIN SHOWR
",benign
"I fetch yun or u fetch?
",benign
"Why do you ask princess?
",benign
"Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
",benign
"Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
",benign
"Nothing much, chillin at home. Any super bowl plan?
",benign
"Yeah. I got a list with only u and Joanna if I'm feeling really anti social
",benign
"My phone
",benign
"I wil be there with in  &lt;#&gt;  minutes. Got any space
",benign
"Oh k k:)but he is not a big hitter.anyway good
",benign
"Mathews or tait or edwards or anderson
",benign
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",malicious
"Just sleeping..and surfing
",benign
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",malicious
"excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
",benign
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. 
",benign
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",benign
"How much is blackberry bold2 in nigeria.
",benign
"Take some small dose tablet for fever
",benign
"Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
",benign
"Aight, see you in a bit
",benign
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
",malicious
"U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
",benign
"Haha yeah, 2 oz is kind of a shitload
",benign
"Just sent you an email – to an address with incomm in it, is that right?
",benign
"Cant think of anyone with * spare room off * top of my head
",benign
"Oooh bed ridden ey? What are YOU thinking of?
",benign
"I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
",benign
"Ok i'm coming home now.
",benign
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".
",benign
"WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
",malicious
"Today am going to college so am not able to atten the class.
",benign
"I'm at work. Please call
",benign
"Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
",benign
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)
",benign
"You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
",malicious
"Ü only send me the contents page...
",benign
"Are you willing to go for apps class.
",benign
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.
",benign
"Tell rob to mack his gf in the theater
",benign
"Ü dun wan to watch infernal affair?
",benign
"Nah can't help you there, I've never had an iphone
",benign
"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
",benign
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
",malicious
"Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
",benign
"Me i'm not workin. Once i get job...
",benign
"Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
",benign
"Ya tel, wats ur problem..
",benign
"Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
",benign
"You said to me before i went back to bed that you can't sleep for anything.
",benign
"Got it..mail panren paru..
",benign
"Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
",benign
"Do you know where my lab goggles went
",benign
"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
",benign
"Sos! Any amount i can get pls.
",benign
"And now electricity just went out fml.
",benign
"That one week leave i put know that time. Why.
",benign
"Yup, no need. I'll jus wait 4 e rain 2 stop.
",benign
"Omw back to tampa from west palm, you hear what happened?
",benign
"Me, i dont know again oh
",benign
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",benign
"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
",benign
"He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
",benign
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
",benign
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
",benign
"No, but you told me you were going, before you got drunk!
",benign
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.
",benign
"I want to go to perumbavoor
",benign
"You all ready for * big day tomorrow?
",benign
"Siva is in hostel aha:-.
",benign
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
",malicious
"Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
",benign
"I had askd u a question some hours before. Its answer
",benign
"We have to pick rayan macleran there.
",benign
"I'll probably be by tomorrow (or even later tonight if something's going on)
",benign
"FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
",malicious
"It,,s a taxt massage....tie-pos argh ok! Lool!
",benign
"Saw Guys and Dolls last night with Patrick Swayze it was great
",benign
"Gd luck 4 ur exams :-)
",benign
"Haha i think i did too
",benign
"Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
",benign
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
",benign
"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
",malicious
"Yes. Rent is very expensive so its the way we save.
",benign
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
",benign
"Play w computer? Aiyah i tok 2 u lor?
",benign
"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
",malicious
"I've told him that i've returned it. That should i re order it.
",benign
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",malicious
"I'm not sure if its still available though
",benign
"Doing nothing, then u not having dinner w us?
",benign
"Yes :)it completely in out of form:)clark also utter waste.
",benign
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...
",benign
"U reach orchard already? U wan 2 go buy tickets first?
",benign
"Free any day but i finish at 6 on mon n thurs...
",benign
"My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
",benign
"Have you got Xmas radio times. If not i will get it now
",benign
"Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
",benign
"My sister cleared two round in birla soft yesterday.
",benign
"So when do you wanna gym?
",benign
"Every monday..nxt week vl be completing..
",benign
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
",malicious
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!
",benign
"All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
",benign
"Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
",benign
"Wanna do some art?! :D
",benign
"You tell what happen dont behave like this to me. Ok no need to say
",benign
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.
",benign
"So i asked how's anthony. Dad. And your bf
",benign
"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""
",benign
"Hope you are having a good week. Just checking in
",benign
"Ok Chinese food on its way. When I get fat you're paying for my lipo.
",benign
"I've been trying to reach him without success
",benign
"Can a not?
",benign
"Sitting ard nothing to do lor. U leh busy w work?
",benign
"Yeah so basically any time next week you can get away from your mom &amp; get up before 3
",benign
"Joy's father is John. Then John is the NAME of Joy's father. Mandan
",benign
"But we havent got da topic yet rite?
",benign
"I dont understand your message.
",benign
"Now project pa. After that only i can come.
",benign
"Come to me right now, Ahmad
",benign
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""
",benign
"What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
",benign
"Are you this much buzy
",benign
"RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
",malicious
"Oh god. I'm gonna Google nearby cliffs now.
",benign
"Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
",benign
"Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
",benign
"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
",malicious
"Goodnight, sleep well da please take care pa. Please.
",benign
"I'm on the bus. Love you
",benign
"Yo, any way we could pick something up tonight?
",benign
"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
",malicious
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.
",malicious
"U call me alter at 11 ok.
",benign
"Yup. Anything lor, if u dun wan it's ok...
",benign
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
",benign
"The table's occupied, I'm waiting by the tree
",benign
"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
",benign
"Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
",benign
"idc get over here, you are not weaseling your way out of this shit twice in a row
",benign
"BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
",benign
"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
",malicious
"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
",malicious
"But you dint in touch with me.
",benign
"So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
",benign
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
",benign
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
",malicious
"Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
",benign
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",benign
"They will pick up and drop in car.so no problem..
",benign
"haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
",benign
"Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
",benign
"How come i din c ü... Yup i cut my hair...
",benign
"How much u trying to get?
",benign
"Fair enough, anything going on?
",benign
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
",benign
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
",benign
"PS U no ur a grown up now right?
",benign
"I can ask around but there's not a lot in terms of mids up here
",benign
"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
",malicious
"Go where n buy? Juz buy when we get there lar.
",benign
"Yup
",benign
"You still around? I could use a half-8th
",benign
"Yesterday its with me only . Now am going home.
",benign
"I think it's all still in my car
",benign
"Or ill be a little closer like at the bus stop on the same street
",benign
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!
",malicious
"What time you coming down later? 
",benign
"Infact happy new year. How are you where are you when are we seeing
",benign
"A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
",benign
"IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
",malicious
"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
",benign
"Dude got a haircut. Now its breezy up there
",benign
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16
",malicious
"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
",benign
"WHORE YOU ARE UNBELIEVABLE.
",benign
"No calls..messages..missed calls
",benign
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""
",benign
"It‘s £6 to get in, is that ok?
",benign
"Then we wait 4 u lor... No need 2 feel bad lar...
",benign
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.
",malicious
"Lol, oh you got a friend for the dog ?
",benign
"Ok lor...
",benign
"Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
",benign
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around
",benign
"Then what about further plan?
",benign
"Oh k.i think most of wi and nz players unsold.
",benign
"cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
",benign
"Nope... Juz off from work...
",benign
"Wat time ü finish?
",benign
"Have a good evening! Ttyl
",benign
"As in missionary hook up, doggy hook up, standing...|
",benign
"Thank you. I like you as well...
",benign
"Well i will watch shrek in 3D!!B)
",benign
"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""
",benign
"What time you think you'll have it? Need to know when I should be near campus
",benign
"am up to my eyes in philosophy
",benign
"sir, you will receive the account no another 1hr time. Sorry for the delay.
",benign
"Are you the cutest girl in the world or what
",benign
"Goodmorning, today i am late for 1hr.
",benign
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""
",benign
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
",benign
"fyi I'm at usf now, swing by the room whenever
",benign
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
",benign
"Nope... C ü then...
",benign
"Yo! Howz u? girls never rang after india. L
",benign
"Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
",benign
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
",benign
"Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
",benign
"Am i that much dirty fellow?
",benign
"Hey anyway i have to :-)
",benign
"How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
",benign
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI
",benign
"Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
",benign
"I've got  &lt;#&gt; , any way I could pick up?
",benign
"Right it wasnt you who phoned it was someone with a number like yours!
",benign
"Are you being good, baby? :)
",benign
"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
",benign
"That's y we haf to combine n c how lor...
",benign
"I'm at home. Please call
",benign
"It could work, we'll reach a consensus at the next meeting
",benign
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?
",benign
"Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
",benign
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX
",malicious
"Ü still got lessons?  Ü in sch?
",benign
"Ok pa. Nothing problem:-)
",benign
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.
",benign
"HAPPY NEW YEAR MY NO.1 MAN
",benign
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
",malicious
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
",benign
"I'm hungry buy smth home...
",benign
"I pocked you up there before
",benign
"I'll pick you up at about 5.15pm to go to taunton if you still want to come.
",benign
"Goodmorning,my grandfather expired..so am on leave today.
",benign
"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
",malicious
"Gibbs unsold.mike hussey
",benign
"Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
",malicious
"Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
",benign
"Printer is cool. I mean groovy. Wine is groovying
",benign
"Am in gobi arts college
",benign
"Wherre's my boytoy ? :-(
",benign
"THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
",benign
"What's up. Do you want me to come online?
",benign
"Yeah why not, is the gang all ready
",benign
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+
",malicious
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available
",malicious
"Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
",benign
"Thnx dude. u guys out 2nite?
",benign
"I'm stuck in da middle of da row on da right hand side of da lt... 
",benign
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.
",benign
"Gud ni8 dear..slp well..take care..swt dreams..Muah..
",benign
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",benign
"I keep ten rs in my shelf:) buy two egg.
",benign
"Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
",malicious
"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
",malicious
